Name,Slug,Email,Phone,Website,Address,Categories,Relevant Countries,Quality,Sources,Directory URL,JSON URL,Lead Score,Reason,Priority
rapidmail GmbH,rapidmail,datenschutz@rapidmail.de,+49 2505 639797,https://www.rapidmail.de/,"c/o Keyed GmbH
Siemensstraße 12
48341 Altenberge, Westfalen
Germany",telecommunication,all,verified,"https://www.rapidmail.de/datenschutz, https://www.rapidmail.de/impressum",https://www.datarequests.org/company/rapidmail/,https://www.datarequests.org/db/rapidmail.json,21,"telecom, verified, email, phone, website, global",High
B-one FZ-LLC,one-com,support@de.one.com,+49 201 48793511,https://www.one.com,"PO Box 500401
Dubai
United Arab Emirates",telecommunication,all,verified,"https://www.one.com/de/info/datenschutzrichtlinie, https://www.one.com/de/info/impressum",https://www.datarequests.org/company/one-com/,https://www.datarequests.org/db/one-com.json,21,"telecom, verified, email, phone, website, global",High
Phoenix Payments BV,anycoin-direct,privacy@anycoindirect.eu,+31 413 747 174,https://anycoindirect.eu,"Marshallweg 5
5466 AH Veghel
Nederland",finance,all,verified,"https://anycoindirect.eu/en/privacy, https://github.com/datenanfragen/data/pull/1893",https://www.datarequests.org/company/anycoin-direct/,https://www.datarequests.org/db/anycoin-direct.json,21,"finance, verified, email, phone, website, global",High
PRADEO Security Systems SAS,pradeo,dataprivacy@pradeo.com,+33 4 67 20 99 11,https://pradeo.com/,"71 Place Vauban
34000 Montpellier
France",telecommunication,all,verified,"https://pradeo.com/wp-content/uploads/2023/10/Personal-data-protection-policy-www.pradeo.com_.pdf, https://github.com/datenanfragen/data/pull/1863",https://www.datarequests.org/company/pradeo/,https://www.datarequests.org/db/pradeo.json,21,"telecom, verified, email, phone, website, global",High
"Private Internet Access, Incorporated",private-internet-access,privacy@privateinternetaccess.com,+1 347 586 9467 ext. 904,https://www.privateinternetaccess.com/,"5555 DTC Parkway
Suite 360
Greenwood Village
CO 80111
United States of America",telecommunication,all,verified,"https://www.privateinternetaccess.com/pages/privacy-policy/, https://github.com/datenanfragen/data/issues/479",https://www.datarequests.org/company/private-internet-access/,https://www.datarequests.org/db/private-internet-access.json,21,"telecom, verified, email, phone, website, global",High
Prisma Global Ltd.,marketscube,support@marketscube.email,+353 1 437 8872,https://www.marketscube.com/,"Ajeltake Road
Ajeltake Island
Majuro
MH96960
Marshall Islands",finance,all,verified,"https://www.fca.org.uk/news/warnings/markets-cube, https://github.com/datenanfragen/data/issues/650, https://www.marketscube.com/privacy-policy, https://www.marketscube.com/contact-us",https://www.datarequests.org/company/marketscube/,https://www.datarequests.org/db/marketscube.json,21,"finance, verified, email, phone, website, global",High
Unwired Networks GmbH,unwirednetworks,privacy@unwired.at,+43 1 9962051,https://unwirednetworks.net,"Gonzagagasse 11/25
1010 Wien
Austria","telecommunication, travel",all,verified,"https://unwirednetworks.net/service/datenschutz/, https://github.com/datenanfragen/data/pull/891",https://www.datarequests.org/company/unwirednetworks/,https://www.datarequests.org/db/unwirednetworks.json,21,"telecom, verified, email, phone, website, global",High
Akenes SA,exoscale,privacy@exoscale.com,+41 58 255 00 66,https://www.exoscale.com/,"Boulevard de Grancy 19A
1006 – Lausanne
Switzerland",telecommunication,all,verified,"https://www.exoscale.com/privacy/, https://www.exoscale.com/contact/",https://www.datarequests.org/company/exoscale/,https://www.datarequests.org/db/exoscale.json,21,"telecom, verified, email, phone, website, global",High
Trading 212 Ltd,trading212,dpo@trading212.com,+359 800 46 049,https://trading212.com,"3 Lachezar Stanchev Str.
Litex Tower, floor 10
Sofia 1797
Bulgaria",finance,all,verified,"https://www.trading212.com/legal-documentation/privacy-policy-cy, https://github.com/datenanfragen/data/pull/1586",https://www.datarequests.org/company/trading212/,https://www.datarequests.org/db/trading212.json,21,"finance, verified, email, phone, website, global",High
Payoneer EU Limited,payoneer,DPO@payoneer.com,+1 646 658 3695,https://www.payoneer.com/,"57/63 Line Wall Road
Gibraltar",finance,all,verified,"https://github.com/datenanfragen/data/issues/519, https://www.payoneer.com/legal/privacy-policy/",https://www.datarequests.org/company/payoneer/,https://www.datarequests.org/db/payoneer.json,21,"finance, verified, email, phone, website, global",High
SMTP2GO,smtp2go,ticket@smtp2go.com,+64 3 668 5138,https://www.smtp2go.com/,"c/o Sand Dune Mail Ltd
96-106 Manchester Street
Christchurch 8011
New Zealand",telecommunication,all,verified,"https://www.smtp2go.com/privacy/, https://www.smtp2go.com/contact/",https://www.datarequests.org/company/smtp2go/,https://www.datarequests.org/db/smtp2go.json,21,"telecom, verified, email, phone, website, global",High
Runalyze GmbH,runalyze,support@runalyze.com,+49 1514 2011855,https://runalyze.com,"Hochstraße 11
67700 Niederkirchen
Germany",health,all,verified,"https://runalyze.com/en/legal/notice, https://runalyze.com/en/legal/privacy, https://github.com/datenanfragen/data/pull/2638",https://www.datarequests.org/company/runalyze/,https://www.datarequests.org/db/runalyze.json,21,"health, verified, email, phone, website, global",High
TeamViewer Germany GmbH,teamviewer,privacy@teamviewer.com,+49 7161 6069250,https://www.teamviewer.com,"Bahnhofsplatz 2
73033 Göppingen
Germany",telecommunication,all,verified,"https://www.teamviewer.com/de/datenschutzerklaerung, https://github.com/datenanfragen/data/pull/977, https://www.teamviewer.com/de/impressum/",https://www.datarequests.org/company/teamviewer/,https://www.datarequests.org/db/teamviewer.json,21,"telecom, verified, email, phone, website, global",High
Twilio Ireland Limited,twilio,privacy@twilio.com,+49 89 143777310,https://www.twilio.com,"25 – 28 North Wall Quay
North Wall
Dublin 1
D01 H104
Ireland",telecommunication,all,verified,"https://www.twilio.com/legal/privacy, https://github.com/datenanfragen/data/issues/671",https://www.datarequests.org/company/twilio/,https://www.datarequests.org/db/twilio.json,21,"telecom, verified, email, phone, website, global",High
AVAST Software s.r.o,avast,dpo@avast.com,,https://www.avast.com/,"Pikrtova 1737/1a
140 00 Prag 4
Czech Republic","ads, telecommunication, commerce",all,tested,"https://www.avast.com/de-de/privacy-policy, https://www.avast.com/en-gb/privacy-policy, https://github.com/datenanfragen/data/issues/133, https://www.avg.com/en-ww/privacy",https://www.datarequests.org/company/avast/,https://www.datarequests.org/db/avast.json,21,"telecom, ads, email, website, global",High
"Salesforce.com, Inc.",salesforce,privacy@salesforce.com,+1 844 287 7147,https://www.salesforce.com/,"415 Mission St
3rd Floor
San Francisco CA 94105
United States of America",telecommunication,all,verified,"https://www.salesforce.com/company/privacy/, https://www.salesforce.com/company/privacy/full_privacy/, https://www.tableau.com/privacy, https://quip.com/about/privacy, https://github.com/datenanfragen/data/issues/22, https://github.com/datenanfragen/data/issues/26",https://www.datarequests.org/company/salesforce/,https://www.datarequests.org/db/salesforce.json,21,"telecom, verified, email, phone, website, global",High
Solaris SE,solarisbank,privacy@solarisgroup.com,+49 30 83797775,https://www.solarisgroup.com,"Cuvrystraße 53
10997 Berlin
Deutschland",finance,all,verified,"https://www.solarisgroup.com/de/privacy-policy/, https://www.solarisgroup.com/de/imprint, https://github.com/datenanfragen/data/pull/1916, https://github.com/datenanfragen/data/pull/2192",https://www.datarequests.org/company/solarisbank/,https://www.datarequests.org/db/solarisbank.json,21,"finance, verified, email, phone, website, global",High
AS Mintos Marketplace,mintos,dpo@mintos.com,+371 20 325 607,https://www.mintos.com/,"Skanstes iela 50
Riga
LV-1013
Latvia",finance,all,verified,"https://www.mintos.com/en/privacy-policy/, https://github.com/datenanfragen/data/pull/1596",https://www.datarequests.org/company/mintos/,https://www.datarequests.org/db/mintos.json,21,"finance, verified, email, phone, website, global",High
Associated Newspapers Ltd.,dailymail,dataprotection@dmgmedia.co.uk,+44 330 100 0601,https://www.dailymail.co.uk,"Northcliffe House
9 Derry Street
London
W8 5HY
United Kingdom","entertainment, travel, finance, insurance",all,verified,"https://www.dailymail.co.uk/privacy, https://www.mymailaccount.co.uk/pages/mymail/privacyAndCookiesPolicy, https://metro.co.uk/privacypolicy/, https://www.mailtravel.co.uk/privacy-policy-and-cookies, https://www.mailfinance.co.uk/about/privacy-policy/, https://www.thisismoney.co.uk/home/article-1388040/Privacy-Policy-Cookies.html, https://www.dmgmedia.co.uk/privacy-cookies-policy/, https://www.dmgmedia.co.uk/contact/",https://www.datarequests.org/company/dailymail/,https://www.datarequests.org/db/dailymail.json,21,"finance, verified, email, phone, website, global",High
Space Exploration Technologies Corp.,starlink-germany-gmbh,privacy@spacex.com,+420 228 881 031,https://starlink.com,"c/o VeraSafe Ireland Ltd.
Unit 3D North Point House
North Point Business Park
New Mallow Road
Cork
T23AT2P
Ireland",telecommunication,all,verified,"https://starlink.com/legal/documents/DOC-1009-83220-61, https://github.com/datenanfragen/data/pull/838",https://www.datarequests.org/company/starlink-germany-gmbh/,https://www.datarequests.org/db/starlink-germany-gmbh.json,21,"telecom, verified, email, phone, website, global",High
SEBA Bank AG,seba-swiss,dataprotection@seba.swiss,+41 41 552 43 00,https://www.seba.swiss,"Kolinplatz 15
6300 Zug
Switzerland",finance,all,verified,"https://www.seba.swiss/privacy-policy, https://www.seba.swiss/contact/, https://github.com/datenanfragen/data/pull/2001",https://www.datarequests.org/company/seba-swiss/,https://www.datarequests.org/db/seba-swiss.json,21,"finance, verified, email, phone, website, global",High
Sedo GmbH,sedo-de,datenschutz@sedo.de,+49 221 34030571,https://sedo.de,"Im Mediapark 6 B
50670 Köln
Deutschland",telecommunication,all,verified,"https://sedo.com/de/ueber-uns/policies-gmbh/datenschutzrichtlinien-der-sedo-gmbh/, https://sedo.com/de/ueber-uns/impressum/, https://github.com/datenanfragen/data/pull/2374",https://www.datarequests.org/company/sedo-de/,https://www.datarequests.org/db/sedo-de.json,21,"telecom, verified, email, phone, website, global",High
Sift Science Ireland Limited,sift-com,privacy@sift.com,+1 571 366 1784,https://sift.com,"c/o Sift Science, Inc.
525 Market Street
Sixth Floor
San Francisco, CA 94105
United States of America","commerce, finance",all,verified,"https://github.com/datenanfragen/data/issues/375, https://sift.com/service-privacy/, https://www.achievedcompliance.com/contact/",https://www.datarequests.org/company/sift-com/,https://www.datarequests.org/db/sift-com.json,21,"finance, verified, email, phone, website, global",High
Team Centric Software GmbH & Co. KG,webmart,webmaster@webmart.de,+49 89 215581319,https://www.webmart.de,"Averhoffstraße 17
22085 Hamburg
Germany",telecommunication,all,verified,"https://www.webmart.de/web/privacy, https://github.com/datenanfragen/data/pull/1252",https://www.datarequests.org/company/webmart/,https://www.datarequests.org/db/webmart.json,21,"telecom, verified, email, phone, website, global",High
"The Retail Equation, Inc.",theretailequation-com,privacy@theretailequation.com,+1 888 588 0671,https://www.theretailequation.com,"220 Progress
Suite 175
Irvine, CA 92618
United States of America",finance,all,verified,https://www.theretailequation.com/privacy-policies/,https://www.datarequests.org/company/theretailequation-com/,https://www.datarequests.org/db/theretailequation-com.json,21,"finance, verified, email, phone, website, global",High
Thomson Reuters (Professional) UK Ltd.,thomsonreuters,privacy.enquiries@tr.com,+44 20 7250 1122,https://reuters.com,"30 South Colonnade-Canary Wharf
London
E14 5EP
United Kingdom","entertainment, finance",all,verified,"https://www.thomsonreuters.com/en/privacy-statement.html, https://www.thomsonreuters.com/content/dam/ewp-m/documents/thomsonreuters/en/pdf/fact-sheets/thomson-reuters-as-a-controller-of-personal-information-product-list.pdf, https://www.thomsonreuters.com/en/contact-us.html",https://www.datarequests.org/company/thomsonreuters/,https://www.datarequests.org/db/thomsonreuters.json,21,"finance, verified, email, phone, website, global",High
Sygnum Bank AG,sygnum,dpo@sygnum.com,+41 58 508 20 00,https://www.sygnum.com/,"Uetlibergstrasse 134a
8045 Zurich
Switzerland",finance,all,verified,"https://www.sygnum.com/more/privacy-policy/, https://github.com/datenanfragen/data/pull/2002",https://www.datarequests.org/company/sygnum/,https://www.datarequests.org/db/sygnum.json,21,"finance, verified, email, phone, website, global",High
The Infrastructure Company GmbH,tinc,datenschutz@tinc.gmbh,+49 2154 9304600,https://tinc.gmbh,"Parkstrasse 42
47877 Willich
Deutschland",telecommunication,all,verified,"https://tinc.gmbh/?datenschutz, https://servercow.de/impressum, https://github.com/datenanfragen/data/pull/1700",https://www.datarequests.org/company/tinc/,https://www.datarequests.org/db/tinc.json,21,"telecom, verified, email, phone, website, global",High
"DECENTRALIZED GLOBAL PAYMENTS, S.L.",verse,dpo@verse.me,+34 931 22 41 75,https://verse.me,"Plaza de Catalunya, 21
08002 Barcelona
Spain",finance,all,verified,"https://verse.me/en/privacy, https://github.com/datenanfragen/data/issues/446",https://www.datarequests.org/company/verse/,https://www.datarequests.org/db/verse.json,21,"finance, verified, email, phone, website, global",High
DENIC eG,denic,privacy@denic.de,+49 69 272350,https://www.denic.de/,"Theodor-Stern-Kai 1
60596 Frankfurt am Main
Deutschland",telecommunication,all,verified,"https://www.denic.de/ueber-denic/datenschutzerklaerung/?disableOptIn=1, https://www.denic.de/ueber-denic/impressum/",https://www.datarequests.org/company/denic/,https://www.datarequests.org/db/denic.json,21,"telecom, verified, email, phone, website, global",High
Wordline,worldline,dataprotection@worldline.com,+33 1 73 26 00 00,https://worldline.com,"River Ouest 80
Quai Voltaire
95870 Bezons
France",finance,all,verified,"https://de.worldline.com/de/privacy.html, https://de.worldline.com/de/home/impressum.html, https://investors.worldline.com/content/investors-worldline-com/en/home/governance.html",https://www.datarequests.org/company/worldline/,https://www.datarequests.org/db/worldline.json,21,"finance, verified, email, phone, website, global",High
DBRS Morningstar,dbrs-morningstar,privacy@dbrsmorningstar.com,+1 416 593 5577,https://www.dbrs.com/,"DBRS Tower
181 University Avenue
Suite 700
Toronto
ON M5H 3M7
Canada",finance,all,verified,"https://www.dbrs.com/about/, https://www.dbrs.com/contact/, https://www.dbrsmorningstar.com/privacy-policy/",https://www.datarequests.org/company/dbrs-morningstar/,https://www.datarequests.org/db/dbrs-morningstar.json,21,"finance, verified, email, phone, website, global",High
CyberHealth GmbH,cyberhealth-gmbh,niederjohann@gmail.com,+49 214 73487705,https://www.cyberpraevention.de/,"Dieckstr. 71-75
48145 Münster
Deutschland",health,de,verified,"https://www.cyberpraevention.de/datenschutz/, https://github.com/datenanfragen/data/pull/2244",https://www.datarequests.org/company/cyberhealth-gmbh/,https://www.datarequests.org/db/cyberhealth-gmbh.json,19,"health, verified, email, phone, website",High
Zurich Deutscher Herold Lebensversicherung AG,zurich-versicherung,datenschutz@zurich.com,+49 69 71150,https://www.zurich.de,"53096 Bonn
Deutschland",insurance,de,verified,"https://www.zurich.de/de-de/ueber-uns/unternehmen/werte-und-verantwortung/datenschutz, https://www.zurich.de/_/media/dbe/germany/docs/ueber-uns/unternehmen/170906-verfvz-zdhl.pdf?la=de-de&hash=94C7BAC39EDB4A33D9872476FB55816B8928FE1F, https://www.zurich.de/de-de/services/impressum",https://www.datarequests.org/company/zurich-versicherung/,https://www.datarequests.org/db/zurich-versicherung.json,19,"insurance, verified, email, phone, website",High
:data factory GmbH,data-factory,info@data-factory.net,+49 8431 647390,https://data-factory.net/,"Dr.-Karl-Lexer-Weg B300
86633 Neuburg
Deutschland",telecommunication,de,verified,"https://data-factory.net/impressum, https://github.com/datenanfragen/data/pull/2437",https://www.datarequests.org/company/data-factory/,https://www.datarequests.org/db/data-factory.json,19,"telecom, verified, email, phone, website",High
1&1 Internet SE,1und1,datenschutz@1und1.de,+49 721 9600,https://www.1und1.de/,"Elgendorfer Straße 57
56410 Montabaur
Deutschland","telecommunication, commerce","de, at, it",verified,"https://www.1und1.de/DatenschutzTelecomGmbH, https://hosting.1und1.de/terms-gtc/terms-privacy/, https://unternehmen.1und1.de/impressum/, https://www.1und1.at/, https://www.1and1.it/terms-gtc/fileadmin/Terms/PDF_IT/2018_01_IT_Privacy_MD.pdf, https://github.com/datenanfragen/data/issues/485",https://www.datarequests.org/company/1und1/,https://www.datarequests.org/db/1und1.json,19,"telecom, verified, email, phone, website",High
"Zello, Inc.",zello,privacy@zello.com,,https://zello.com/,"1317 W 6th
Austin
TX 78703
United States of America",telecommunication,all,verified,"https://zello.com/privacy/, https://github.com/datenanfragen/data/issues/396, https://www.builtinaustin.com/company/zello-inc",https://www.datarequests.org/company/zello/,https://www.datarequests.org/db/zello.json,19,"telecom, verified, email, website, global",High
Zahnärztinnen Dr. A. Weihrauch & Dr. G. Weihrauch,weirauch-org,mail@aweirauch.de,+49 911 226408,https://www.weirauch.org,"Hallplatz 5
90402 Nürnberg
Deutschland",health,de,verified,"https://www.weirauch.org/impressum.html, https://github.com/datenanfragen/data/pull/1637",https://www.datarequests.org/company/weirauch-org/,https://www.datarequests.org/db/weirauch-org.json,19,"health, verified, email, phone, website",High
ABZ Zahnärztliches Rechenzentrum für Bayern GmbH,abz-zr,datenschutz@abz-zr.de,+49 8142 65206,https://www.abz-zr.de/,"Oppelner Straße 3
82194 Gröbenzell
Deutschland",health,de,verified,"https://www.abz-zr.de/datenschutz, https://www.abz-zr.de/impressum, https://github.com/datenanfragen/data/pull/2204",https://www.datarequests.org/company/abz-zr/,https://www.datarequests.org/db/abz-zr.json,19,"health, verified, email, phone, website",High
X4d Media,mein-zuhause-im-alter,info@mein-zuhause-im-alter.de,+49 800 7772346,https://www.mein-zuhause-im-alter.de/,"Feldbergstr. 31
61449 Steinbach
Deutschland","health, commerce",de,verified,"https://www.mein-zuhause-im-alter.de/impressum, https://github.com/datenanfragen/data/pull/2610",https://www.datarequests.org/company/mein-zuhause-im-alter/,https://www.datarequests.org/db/mein-zuhause-im-alter.json,19,"health, verified, email, phone, website",High
Wüstenrot & Württembergische AG,ww-ag-com,dsb@ww-ag.com,+49 7141 160,https://www.ww-ag.com,"Wüstenrotstraße 1
71638 Ludwigsburg
Deutschland",finance,de,verified,"https://www.wuestenrot.de/de/datenschutz.html, https://www.ww-ag.com/de/datenschutz.html",https://www.datarequests.org/company/ww-ag-com/,https://www.datarequests.org/db/ww-ag-com.json,19,"finance, verified, email, phone, website",High
wallstreet:online capital AG,smartbroker,datenschutzbeauftragter@wo-capital.de,+49 30 275776200,https://smartbroker.de/,"Michaelkirchstr. 17/18
10179 Berlin
Deutschland","finance, commerce",de,verified,"https://smartbroker.de/datenschutz.php, https://smartbroker.de/impressum.php, https://github.com/datenanfragen/data/pull/983",https://www.datarequests.org/company/smartbroker/,https://www.datarequests.org/db/smartbroker.json,19,"finance, verified, email, phone, website",High
WEB.DE,1und1-webde,datenschutz@webde.de,+49 721 9609740,https://web.de/,"c/o 1&1 Mail & Media GmbH
Elgendorfer Straße 57
56410 Montabaur
Deutschland",telecommunication,de,verified,"https://agb-server.web.de/datenschutz, https://web.de/impressum/, https://produkte.web.de, https://github.com/datenanfragen/data/pull/1339",https://www.datarequests.org/company/1und1-webde/,https://www.datarequests.org/db/1und1-webde.json,19,"telecom, verified, email, phone, website",High
WeCare Services GmbH,schnelltestberlin,kraska@dr-kraska.de,+49 30 28599654,https://schnelltestberlin.de/,"Auguststraße 20
10117 Berlin
Deutschland",health,de,verified,"https://schnelltestberlin.de/datenschutzerklaerung/, https://github.com/datenanfragen/data/pull/1952",https://www.datarequests.org/company/schnelltestberlin/,https://www.datarequests.org/db/schnelltestberlin.json,19,"health, verified, email, phone, website",High
Weltsparen,weltsparen,datenschutz@weltsparen.de,+49 30 21784002,https://www.weltsparen.de/,"c/o Raisin GmbH
Schlesische Straße 33/34
10997 Berlin
Deutschland",finance,"de, at",verified,"https://www.weltsparen.de/datenschutz/, https://www.weltsparen.at/datenschutz/, https://github.com/datenanfragen/data/pull/2574",https://www.datarequests.org/company/weltsparen/,https://www.datarequests.org/db/weltsparen.json,19,"finance, verified, email, phone, website",High
Deutsche Telekom AG,deutsche-telekom-ag,datenschutz@telekom.de,+49 228 1810,https://www.telekom.com,"Friedrich-Ebert-Allee 140
53113 Bonn
Deutschland",telecommunication,de,verified,"https://www.telekom.com/de/telekom/datenschutzhinweis-1808, https://github.com/datenanfragen/data/pull/3363",https://www.datarequests.org/company/deutsche-telekom-ag/,https://www.datarequests.org/db/deutsche-telekom-ag.json,19,"telecom, verified, email, phone, website",High
Deutsche Rentenversicherung Nord,deutsche-rentenversicherung-nord,datenschutz@drv-nord.de,+49 40 530010170,https://drv-nord.de,"Friedrich-Ebert-Damm 245
22159 Hamburg
Deutschland","health, insurance",de,verified,"https://www.deutsche-rentenversicherung.de/Nord/DE/Service/Footer/Datenschutz/datenschutz_node.html, https://github.com/datenanfragen/data/pull/1303",https://www.datarequests.org/company/deutsche-rentenversicherung-nord/,https://www.datarequests.org/db/deutsche-rentenversicherung-nord.json,19,"insurance, verified, email, phone, website",High
Deutsche Postbank AG,postbank,direkt@postbank.de,+49 228 9200,https://www.postbank.de,"Friedrich-Ebert-Allee 114 – 126
53113 Bonn
Deutschland",finance,de,verified,"https://www.postbank.de/postbank/wu_datenschutz.html, https://www.postbank.de/postbank/wu_impressum.html",https://www.datarequests.org/company/postbank/,https://www.datarequests.org/db/postbank.json,19,"finance, verified, email, phone, website",High
Deutsche Lebens-Rettungs-Gesellschaft (DLRG),dlrg-de,hilde.oberlehberg@bgst.dlrg.de,+49 5723 955443,https://www.dlrg.de,"Im Niedernfeld 1-3
31542 Bad Nenndorf
Deutschland","nonprofit, health",de,verified,"https://www.dlrg.de/datenschutzerklaerung/, https://github.com/datenanfragen/data/pull/2721",https://www.datarequests.org/company/dlrg-de/,https://www.datarequests.org/db/dlrg-de.json,19,"health, verified, email, phone, website",High
Deutsche Kreditbank AG,dkb-bank,datenschutzanfragen@dkb.de,+49 30 12030000,https://www.dkb.de/,"Taubenstraße 7 – 9
10117 Berlin
Deutschland",finance,de,verified,"https://www.dkb.de/info/impressum/, https://www.dkb.de/kundenservice/datenschutz",https://www.datarequests.org/company/dkb-bank/,https://www.datarequests.org/db/dkb-bank.json,19,"finance, verified, email, phone, website",High
Deutsche Glasfaser,deutsche-glasfaser,datenschutz@deutsche-glasfaser.de,+49 2861 890600,https://www.deutsche-glasfaser.de/,"Am Kuhm 31
46325 Borken
Deutschland",telecommunication,de,verified,https://www.deutsche-glasfaser.de/unternehmen/datenschutz/,https://www.datarequests.org/company/deutsche-glasfaser/,https://www.datarequests.org/db/deutsche-glasfaser.json,19,"telecom, verified, email, phone, website",High
Deutsche Bausparkasse Badenia AG,badenia-de,datenschutz@badenia.de,+49 721 9950,https://www.badenia.de,"Badeniaplatz 1
76114 Karlsruhe
Deutschland",insurance,de,verified,https://www.badenia.de/datenschutz,https://www.datarequests.org/company/badenia-de/,https://www.datarequests.org/db/badenia-de.json,19,"insurance, verified, email, phone, website",High
compass private pflegeberatung GmbH,compass-pflegeberatung,mail@kinast.eu,+49 221 2221830,https://www.compass-pflegeberatung.de/,"c/o KINAST Rechtsanwaltsgesellschaft mbH
Hohenzollernring 54
50672 Köln
Deutschland",health,de,verified,"https://www.compass-pflegeberatung.de/datenschutz, https://github.com/datenanfragen/data/issues/665",https://www.datarequests.org/company/compass-pflegeberatung/,https://www.datarequests.org/db/compass-pflegeberatung.json,19,"health, verified, email, phone, website",High
Companisto GmbH,companisto,datenschutz@companisto.com,+49 30 346491493,https://www.companisto.com,"Köpenicker Str. 154
10997 Berlin
Deutschland",finance,de,verified,"https://github.com/datenanfragen/data/issues/102, https://www.companisto.com/en/page/privacy-policy",https://www.datarequests.org/company/companisto/,https://www.datarequests.org/db/companisto.json,19,"finance, verified, email, phone, website",High
Communication Services Tele2 GmbH,tele2,datenschutz@tele2.com,+49 211 40824082,https://www.tele2.de/,"In der Steele 39
40599 Düsseldorf
Deutschland",telecommunication,de,verified,"https://www.tele2.de/Unternehmen/Datenschutz, https://www.tele2.de/Unternehmen/Impressum",https://www.datarequests.org/company/tele2/,https://www.datarequests.org/db/tele2.json,19,"telecom, verified, email, phone, website",High
Vivento,vivento,datenschutz@telekom.de,+49 800 3304006,https://www.vivento.de/,"c/o Deutsche Telekom AG
Friedrich-Ebert-Allee 140
53113 Bonn
Deutschland","telecommunication, finance",de,verified,"https://www.vivento.de/datenschutz.html, https://www.telekom.com/de/verantwortung/datenschutz-und-datensicherheit/datenschutz, https://github.com/datenanfragen/data/pull/1678",https://www.datarequests.org/company/vivento/,https://www.datarequests.org/db/vivento.json,19,"finance, verified, email, phone, website",High
Vivacom,vivacom,dpo@vivacom.bg,+359 2 949 6079,https://www.vivacom.bg/,"Bulevard Tsarigradsko Shose 115 I
Mladost
1784 Sofia
Bulgaria",telecommunication,bg,verified,"https://www.vivacom.bg/bg/files/7639-politika-za-poveritelnost.pdf, https://github.com/datenanfragen/data/pull/1090",https://www.datarequests.org/company/vivacom/,https://www.datarequests.org/db/vivacom.json,19,"telecom, verified, email, phone, website",High
VisualVest GmbH,visualvest,Datenschutz@visualvest.de,+49 69 962355001,https://www.visualvest.de/,"Weißfrauenstraße 7
60311 Frankfurt am Main
Deutschland",finance,de,verified,https://geldanlage.visualvest.de/datenschutz/,https://www.datarequests.org/company/visualvest/,https://www.datarequests.org/db/visualvest.json,19,"finance, verified, email, phone, website",High
Visa Europe Limited,visa-eu,privacy@visa.com,,https://www.visaeurope.com/,"1 Sheldon Square
London
W2 6TT
United Kingdom",finance,all,verified,"https://www.visa.co.uk/legal/global-privacy-notice/jurisdictional-notice-eea.html, https://www.visa.co.uk/legal/privacy-policy.html, https://www.visa.de/impressum.html, https://www.authorize.net/about-us.html, https://www.cybersource.com/en/about.html",https://www.datarequests.org/company/visa-eu/,https://www.datarequests.org/db/visa-eu.json,19,"finance, verified, email, website, global",High
Wire Swiss GmbH,wire-com,privacy@wire.com,,https://wire.com,"Untermüli 9
6300 Zug
Switzerland",telecommunication,all,verified,https://wire.com/en/legal/#privacy,https://www.datarequests.org/company/wire-com/,https://www.datarequests.org/db/wire-com.json,19,"telecom, verified, email, website, global",High
willy.tel GmbH,willytel,datenschutz@willytel.de,+49 40 696963679,https://www.willytel.de,"Hinschenfelder Stieg 6
22041 Hamburg
Deutschland",telecommunication,de,verified,"https://www.willytel.de/datenschutz, https://www.willytel.de/impressum, https://github.com/datenanfragen/data/pull/1244",https://www.datarequests.org/company/willytel/,https://www.datarequests.org/db/willytel.json,19,"telecom, verified, email, phone, website",High
TeamBank AG,teambank-de,datenschutz@teambank.de,+49 911 53902000,https://www.teambank.de,"Beuthener Str. 25
90471 Nürnberg
Deutschland",finance,de,verified,"https://www.fymio.de/datenschutz/, https://www.fymio.de/impressum/, https://www.teambank.de/datenschutz/, https://www.teambank.de/wp-content/uploads/2018/05/Datenschutzhinweise.pdf",https://www.datarequests.org/company/teambank-de/,https://www.datarequests.org/db/teambank-de.json,19,"finance, verified, email, phone, website",High
Taxfix GmbH,taxfix,privacy@taxfix.de,+49 30 92106949,https://taxfix.de,"Karl-Liebknecht-Str. 34
10178 Berlin
Deutschland",finance,"de, it, fr",verified,"https://taxfix.de/datenschutz/, https://github.com/datenanfragen/data/pull/1163",https://www.datarequests.org/company/taxfix/,https://www.datarequests.org/db/taxfix.json,19,"finance, verified, email, phone, website",High
Tarifhaus Online GmbH,tarifhaus-de,impressum@tarifhaus.de,+49 89 215474880,https://www.tarifhaus.de,"Würmstraße 55
82166 Gräfelfing
Deutschland",telecommunication,de,verified,"https://www.tarifhaus.de/datenschutz, https://www.tarifhaus.de/impressum/, https://github.com/datenanfragen/data/issues/330",https://www.datarequests.org/company/tarifhaus-de/,https://www.datarequests.org/db/tarifhaus-de.json,19,"telecom, verified, email, phone, website",High
TARGOBANK AG,targobank,kontakt@targobank.de,+49 211 89840,https://www.targobank.de/,"Postfach 21 04 53
47026 Duisburg
Deutschland",finance,de,verified,"https://www.targobank.de/datenschutz/index.html, https://www.targobank.de/impressum/index.html, https://github.com/datenanfragen/data/issues/627",https://www.datarequests.org/company/targobank/,https://www.datarequests.org/db/targobank.json,19,"finance, verified, email, phone, website",High
